target,split_name,heldout_fold,parameter_set,prior_pulse_feature_group,f4_condition_mae,prior_pulse_condition_mae,gain,n_intervals,nominal_temperature_C,voltage_window_family,nominal_charge_C_rate,aging_mode
delta_capacity_Ah,condition_fold,4,4,C_P3_stress_pulse,0.0031004975370217285,0.006504434654328353,-0.003403937117306624,84,0.0,calendar_soc_100,0.0,calendar
delta_capacity_Ah,condition_fold,4,14,C_P3_stress_pulse,0.0033750601905380368,0.00897028574651521,-0.005595225555977174,84,40.0,calendar_soc_50,0.0,calendar
delta_capacity_Ah,condition_fold,4,19,C_P3_stress_pulse,0.07962248729599726,0.06599513840894623,0.013627348887051027,6,0.0,approx_0_100,1.0,cyclic
delta_capacity_Ah,condition_fold,4,23,C_P3_stress_pulse,0.10982069727744405,0.0785792851935712,0.03124141208387285,6,0.0,approx_10_100,1.0,cyclic
delta_capacity_Ah,condition_fold,4,38,C_P3_stress_pulse,0.0210125540763388,0.016482365475510883,0.004530188600827916,60,10.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,condition_fold,4,40,C_P3_stress_pulse,0.06861730368821099,0.06900538201411353,-0.0003880783259025411,15,10.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,condition_fold,4,44,C_P3_stress_pulse,0.07075253247541635,0.07815024961748195,-0.0073977171420655935,6,25.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,condition_fold,4,45,C_P3_stress_pulse,0.022512912647443744,0.019774243878911753,0.002738668768531991,84,25.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,condition_fold,4,47,C_P3_stress_pulse,0.06302496959836823,0.05353401056025507,0.009490959038113159,31,25.0,approx_10_100,1.0,cyclic
delta_capacity_Ah,condition_fold,4,51,C_P3_stress_pulse,0.046574905525196296,0.023946793319201336,0.02262811220599496,63,25.0,approx_10_90,1.0,cyclic
delta_capacity_Ah,condition_fold,4,52,C_P3_stress_pulse,0.08104819194097479,0.058146249796201595,0.022901942144773195,28,25.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,condition_fold,4,53,C_P3_stress_pulse,0.05090924834019581,0.046736681619626234,0.004172566720569579,44,40.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,condition_fold,4,64,C_P3_stress_pulse,0.06642582270926715,0.04545720524310795,0.020968617466159203,38,40.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,condition_fold,4,69,C_P3_stress_pulse,0.011584142528963278,0.012783275313292718,-0.0011991327843294403,84,10.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,65,C_P0_state_time_pulse,0.17749020768298213,0.10343275682020438,0.07405745086277775,55,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,66,C_P0_state_time_pulse,0.13308189031705983,0.04912264084610609,0.08395924947095373,84,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,67,C_P0_state_time_pulse,0.17124825262562962,0.14664199730244684,0.02460625532318278,15,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,68,C_P0_state_time_pulse,0.1153889312146902,0.06624697809032977,0.04914195312436043,78,10.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,69,C_P0_state_time_pulse,0.11157021816672423,0.034594026085582076,0.07697619208114215,84,10.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,70,C_P0_state_time_pulse,0.1366039013371756,0.1388440017725773,-0.0022401004354017096,18,10.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,71,C_P0_state_time_pulse,0.07301440712436526,0.022550523549131042,0.050463883575234215,84,25.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,72,C_P0_state_time_pulse,0.07679837656591178,0.03245865931712341,0.044339717248788366,84,25.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,73,C_P0_state_time_pulse,0.073882623796172,0.047706048618329076,0.02617657517784292,34,25.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,74,C_P0_state_time_pulse,0.10114139599840287,0.09136018484629771,0.00978121115210516,48,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,75,C_P0_state_time_pulse,0.06293991925794355,0.023311350052470814,0.03962856920547274,84,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,profile_holdout_fold,1,76,C_P0_state_time_pulse,0.07310247291246715,0.02941309917573524,0.0436893737367319,83,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,temperature_holdout_fold,1,1,C_P3_stress_pulse,0.001865331735720423,0.0017035356853557838,0.00016179605036463918,84,0.0,calendar_soc_10,0.0,calendar
delta_capacity_Ah,temperature_holdout_fold,1,2,C_P3_stress_pulse,0.002887252974598388,0.002911959668897181,-2.4706694298793144e-05,84,0.0,calendar_soc_50,0.0,calendar
delta_capacity_Ah,temperature_holdout_fold,1,3,C_P3_stress_pulse,0.002028159396215984,0.0038173852088245375,-0.0017892258126085536,84,0.0,calendar_soc_90,0.0,calendar
delta_capacity_Ah,temperature_holdout_fold,1,4,C_P3_stress_pulse,0.001660878774446487,0.001983419418100334,-0.0003225406436538471,84,0.0,calendar_soc_100,0.0,calendar
delta_capacity_Ah,temperature_holdout_fold,1,17,C_P3_stress_pulse,0.05455996306307903,0.04739435281637575,0.007165610246703279,24,0.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,temperature_holdout_fold,1,18,C_P3_stress_pulse,0.07741103199531023,0.07785618849742842,-0.00044515650211819635,17,0.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,temperature_holdout_fold,1,19,C_P3_stress_pulse,0.03562205586594027,0.08160354930364147,-0.0459814934377012,6,0.0,approx_0_100,1.0,cyclic
delta_capacity_Ah,temperature_holdout_fold,1,20,C_P3_stress_pulse,0.1536147821606306,0.09521327814828169,0.05840150401234891,6,0.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,temperature_holdout_fold,1,21,C_P3_stress_pulse,0.02596268763748399,0.02215922821136251,0.0038034594261214805,43,0.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,temperature_holdout_fold,1,22,C_P3_stress_pulse,0.0900216365963678,0.07652426882188962,0.013497367774478186,22,0.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,temperature_holdout_fold,1,23,C_P3_stress_pulse,0.07323579591345879,0.10767380507172142,-0.03443800915826263,6,0.0,approx_10_100,1.0,cyclic
delta_capacity_Ah,temperature_holdout_fold,1,24,C_P3_stress_pulse,0.10333266600672236,0.05084508789389104,0.05248757811283132,4,0.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,temperature_holdout_fold,1,25,C_P3_stress_pulse,0.017086513541806878,0.012069578464227826,0.005016935077579053,67,0.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,temperature_holdout_fold,1,26,C_P3_stress_pulse,0.05089104882492133,0.047170968023144536,0.0037200808017767914,33,0.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,temperature_holdout_fold,1,27,C_P3_stress_pulse,0.08631760381305896,0.07934702119277622,0.006970582620282745,15,0.0,approx_10_90,1.0,cyclic
delta_capacity_Ah,temperature_holdout_fold,1,28,C_P3_stress_pulse,0.06731637259971168,0.05071749670752947,0.01659887589218221,9,0.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,temperature_holdout_fold,1,65,C_P3_stress_pulse,0.04769283741870866,0.0460228318470526,0.001670005571656058,55,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,temperature_holdout_fold,1,66,C_P3_stress_pulse,0.018913895786675048,0.02196264468321385,-0.003048748896538802,84,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,temperature_holdout_fold,1,67,C_P3_stress_pulse,0.17362464370879896,0.15628200209886692,0.01734264160993204,15,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,temperature_holdout_fold,2,13,C_P3_stress_pulse,0.003985924183955059,0.013472658322330152,-0.009486734138375093,84,40.0,calendar_soc_10,0.0,calendar
delta_capacity_Ah,temperature_holdout_fold,2,14,C_P3_stress_pulse,0.004404774964147195,0.00484311097836706,-0.000438336014219865,84,40.0,calendar_soc_50,0.0,calendar
delta_capacity_Ah,temperature_holdout_fold,2,15,C_P3_stress_pulse,0.013856036500327332,0.011658481685093277,0.0021975548152340547,78,40.0,calendar_soc_90,0.0,calendar
delta_capacity_Ah,temperature_holdout_fold,2,16,C_P3_stress_pulse,0.010129304432040766,0.01223685697847563,-0.002107552546434863,78,40.0,calendar_soc_100,0.0,calendar
delta_capacity_Ah,temperature_holdout_fold,2,53,C_P3_stress_pulse,0.04521042878784725,0.04971510988087515,-0.004504681093027901,44,40.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,temperature_holdout_fold,2,54,C_P3_stress_pulse,0.04318589597729387,0.02229609147640945,0.020889804500884422,46,40.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,temperature_holdout_fold,2,55,C_P3_stress_pulse,0.03247728030832024,0.044320187387023736,-0.011842907078703495,22,40.0,approx_0_100,1.0,cyclic
delta_capacity_Ah,temperature_holdout_fold,2,56,C_P3_stress_pulse,0.0589137855448501,0.06588048845556366,-0.006966702910713558,13,40.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,temperature_holdout_fold,2,57,C_P3_stress_pulse,0.07749745000727942,0.07753927981625777,-4.182980897834976e-05,36,40.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,temperature_holdout_fold,2,58,C_P3_stress_pulse,0.06922728449171033,0.05588577910763091,0.013341505384079418,38,40.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,temperature_holdout_fold,2,59,C_P3_stress_pulse,0.08112558227045083,0.06892644310658175,0.012199139163869083,19,40.0,approx_10_100,1.0,cyclic
delta_capacity_Ah,temperature_holdout_fold,2,60,C_P3_stress_pulse,0.12617242258338138,0.13887626085281463,-0.012703838269433249,16,40.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,temperature_holdout_fold,2,61,C_P3_stress_pulse,0.007609172682966435,0.009307642126569357,-0.001698469443602922,84,40.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,temperature_holdout_fold,2,62,C_P3_stress_pulse,0.014494837324239649,0.011049288203541882,0.003445549120697767,84,40.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,temperature_holdout_fold,2,63,C_P3_stress_pulse,0.028812346278763685,0.05419244507097821,-0.025380098792214523,81,40.0,approx_10_90,1.0,cyclic
delta_capacity_Ah,temperature_holdout_fold,2,64,C_P3_stress_pulse,0.048938307807311815,0.03593521054375374,0.013003097263558076,38,40.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,temperature_holdout_fold,2,74,C_P3_stress_pulse,0.06625097984178265,0.06608068179788398,0.00017029804389866177,48,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,temperature_holdout_fold,2,75,C_P3_stress_pulse,0.011139538105169083,0.01778317985968521,-0.006643641754516129,84,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,temperature_holdout_fold,2,76,C_P3_stress_pulse,0.06459938734935333,0.10962857504149263,-0.0450291876921393,83,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,voltage_window_holdout_fold,1,17,C_P2_log_age_pulse,0.06189142719525184,0.07081453097834553,-0.008923103783093689,24,0.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,18,C_P2_log_age_pulse,0.073067105769636,0.07631530861700656,-0.0032482028473705543,17,0.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,19,C_P2_log_age_pulse,0.06517390693281361,0.05762565819310841,0.0075482487397052,6,0.0,approx_0_100,1.0,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,20,C_P2_log_age_pulse,0.2075875014496974,0.2012285656467504,0.006358935802946997,6,0.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,29,C_P2_log_age_pulse,0.07267307681398603,0.0727736229417356,-0.00010054612774956784,40,10.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,30,C_P2_log_age_pulse,0.056503720287457496,0.06142244676971887,-0.004918726482261375,25,10.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,31,C_P2_log_age_pulse,0.12714136952762348,0.14281752130147643,-0.015676151773852953,6,10.0,approx_0_100,1.0,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,32,C_P2_log_age_pulse,0.11871604049426232,0.1382372738632898,-0.019521233369027474,6,10.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,41,C_P2_log_age_pulse,0.058743975678701967,0.07000580289593937,-0.011261827217237404,56,25.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,42,C_P2_log_age_pulse,0.051404613548844055,0.06775713589838761,-0.016352522349543555,49,25.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,43,C_P2_log_age_pulse,0.06502987638379122,0.07412338187467528,-0.009093505490884057,12,25.0,approx_0_100,1.0,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,44,C_P2_log_age_pulse,0.12376688522375841,0.14548566453491832,-0.02171877931115991,6,25.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,53,C_P2_log_age_pulse,0.0652405523360598,0.0714447068534034,-0.006204154517343602,44,40.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,54,C_P2_log_age_pulse,0.052119477329445385,0.059951163632677884,-0.007831686303232499,46,40.0,approx_0_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,55,C_P2_log_age_pulse,0.042335949518172836,0.04386430879661113,-0.0015283592784382932,22,40.0,approx_0_100,1.0,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,56,C_P2_log_age_pulse,0.07638758456947915,0.08624957861772507,-0.00986199404824592,13,40.0,approx_0_100,1.67,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,1,65,C_P2_log_age_pulse,0.13204818281811828,0.13131096769036849,0.0007372151277497963,55,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,voltage_window_holdout_fold,1,66,C_P2_log_age_pulse,0.09932768015998861,0.09456915563993282,0.00475852452005579,84,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,voltage_window_holdout_fold,1,67,C_P2_log_age_pulse,0.1607558813143676,0.16598577093585717,-0.00522988962148957,15,0.0,approx_0_100,0.0,profile
delta_capacity_Ah,voltage_window_holdout_fold,1,68,C_P2_log_age_pulse,0.08781057846895658,0.09942393599440284,-0.01161335752544626,78,10.0,approx_0_100,0.0,profile
delta_capacity_Ah,voltage_window_holdout_fold,1,69,C_P2_log_age_pulse,0.0669296442904346,0.06893413656918168,-0.0020044922787470776,84,10.0,approx_0_100,0.0,profile
delta_capacity_Ah,voltage_window_holdout_fold,1,70,C_P2_log_age_pulse,0.10725407047558755,0.1146044876730618,-0.007350417197474257,18,10.0,approx_0_100,0.0,profile
delta_capacity_Ah,voltage_window_holdout_fold,1,71,C_P2_log_age_pulse,0.06765424199901643,0.07049446111029616,-0.0028402191112797265,84,25.0,approx_0_100,0.0,profile
delta_capacity_Ah,voltage_window_holdout_fold,1,72,C_P2_log_age_pulse,0.04898407936959774,0.049454829186169266,-0.00047074981657152515,84,25.0,approx_0_100,0.0,profile
delta_capacity_Ah,voltage_window_holdout_fold,1,73,C_P2_log_age_pulse,0.0537443522658242,0.057696284319947354,-0.003951932054123156,34,25.0,approx_0_100,0.0,profile
delta_capacity_Ah,voltage_window_holdout_fold,1,74,C_P2_log_age_pulse,0.09076941272537226,0.0910204552019649,-0.0002510424765926472,48,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,voltage_window_holdout_fold,1,75,C_P2_log_age_pulse,0.05112832522377834,0.04342432961109436,0.007703995612683978,84,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,voltage_window_holdout_fold,1,76,C_P2_log_age_pulse,0.06589547973576676,0.05376800771314976,0.012127472022616999,83,40.0,approx_0_100,0.0,profile
delta_capacity_Ah,voltage_window_holdout_fold,2,21,C_P2_log_age_pulse,0.03446611781770631,0.03662376584106882,-0.0021576480233625114,43,0.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,22,C_P2_log_age_pulse,0.12335296599406634,0.12648504823800824,-0.0031320822439419027,22,0.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,23,C_P2_log_age_pulse,0.19773433138886368,0.20412149142249536,-0.006387160033631684,6,0.0,approx_10_100,1.0,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,24,C_P2_log_age_pulse,0.02404650441507658,0.04133896314495182,-0.01729245872987524,4,0.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,25,C_P2_log_age_pulse,0.12059160281114367,0.12237994674152812,-0.0017883439303844478,67,0.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,26,C_P2_log_age_pulse,0.14679788073472888,0.1521095879807583,-0.005311707246029418,33,0.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,27,C_P2_log_age_pulse,0.14580367005488354,0.15504451683207573,-0.009240846777192196,15,0.0,approx_10_90,1.0,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,28,C_P2_log_age_pulse,0.1554607027581948,0.16527547404467724,-0.009814771286482449,9,0.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,33,C_P2_log_age_pulse,0.029340938455606192,0.029006714540127237,0.0003342239154789546,67,10.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,34,C_P2_log_age_pulse,0.04091283273367457,0.04046611086015466,0.00044672187351990633,44,10.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,35,C_P2_log_age_pulse,0.1281676548380223,0.13170882527668742,-0.0035411704386651144,11,10.0,approx_10_100,1.0,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,36,C_P2_log_age_pulse,0.2357200692245379,0.23977198634403427,-0.004051917119496373,6,10.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,37,C_P2_log_age_pulse,0.08399919845312764,0.07981495070271317,0.004184247750414469,84,10.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,38,C_P2_log_age_pulse,0.1048247529645988,0.10213137385305211,0.0026933791115466843,60,10.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,39,C_P2_log_age_pulse,0.12429591247276434,0.12619854244698833,-0.001902629974223996,21,10.0,approx_10_90,1.0,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,40,C_P2_log_age_pulse,0.15339200850598328,0.15733894928063066,-0.003946940774647384,15,10.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,45,C_P2_log_age_pulse,0.019197569498612274,0.026231919530265452,-0.007034350031653178,84,25.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,46,C_P2_log_age_pulse,0.032407665772693134,0.03277318568157254,-0.00036551990887940394,84,25.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,47,C_P2_log_age_pulse,0.09481382098322173,0.09669070148121237,-0.0018768804979906323,31,25.0,approx_10_100,1.0,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,48,C_P2_log_age_pulse,0.1547172379699725,0.1611671756890398,-0.006449937719067295,10,25.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,49,C_P2_log_age_pulse,0.056094514569680266,0.055596726170420406,0.0004977883992598603,84,25.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,50,C_P2_log_age_pulse,0.10642736150109233,0.09999929864022336,0.006428062860868972,84,25.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,51,C_P2_log_age_pulse,0.11063352002609525,0.10053729897983799,0.010096221046257264,63,25.0,approx_10_90,1.0,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,52,C_P2_log_age_pulse,0.14973514447552816,0.15869510903372205,-0.008959964558193895,28,25.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,57,C_P2_log_age_pulse,0.08487877615827953,0.08282097788130488,0.002057798276974651,36,40.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,58,C_P2_log_age_pulse,0.07830479782361764,0.07609145678856076,0.0022133410350568816,38,40.0,approx_10_100,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,59,C_P2_log_age_pulse,0.1375353163310839,0.13649802655566776,0.0010372897754161448,19,40.0,approx_10_100,1.0,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,60,C_P2_log_age_pulse,0.1849505395651009,0.1981495145627814,-0.013198974997680496,16,40.0,approx_10_100,1.67,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,61,C_P2_log_age_pulse,0.03306690423742757,0.029848959633882628,0.0032179446035449435,84,40.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,62,C_P2_log_age_pulse,0.10249408144636982,0.09463639551811708,0.007857685928252742,84,40.0,approx_10_90,0.33,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,63,C_P2_log_age_pulse,0.10097394554423934,0.0887280397056014,0.012245905838637938,81,40.0,approx_10_90,1.0,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,2,64,C_P2_log_age_pulse,0.15288082726831262,0.15579535284647444,-0.002914525578161825,38,40.0,approx_10_90,1.67,cyclic
delta_capacity_Ah,voltage_window_holdout_fold,3,1,C_P2_log_age_pulse,0.019773219191921508,0.009961237304950216,0.009811981886971292,84,0.0,calendar_soc_10,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,2,C_P2_log_age_pulse,0.01839471837670532,0.022741729265515664,-0.004347010888810343,84,0.0,calendar_soc_50,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,3,C_P2_log_age_pulse,0.03099689302876944,0.0069723294178455604,0.02402456361092388,84,0.0,calendar_soc_90,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,4,C_P2_log_age_pulse,0.04452321187508914,0.010584942535077798,0.033938269340011346,84,0.0,calendar_soc_100,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,5,C_P2_log_age_pulse,0.018234292039441297,0.012595182285954232,0.005639109753487064,84,10.0,calendar_soc_10,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,6,C_P2_log_age_pulse,0.017013161026215314,0.018623804527882457,-0.0016106435016671437,84,10.0,calendar_soc_50,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,7,C_P2_log_age_pulse,0.03149661385145386,0.008270628372047152,0.023225985479406706,84,10.0,calendar_soc_90,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,8,C_P2_log_age_pulse,0.045269058456819805,0.014021325200529169,0.031247733256290634,84,10.0,calendar_soc_100,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,9,C_P2_log_age_pulse,0.01742706936327215,0.012674272098497277,0.004752797264774872,84,25.0,calendar_soc_10,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,10,C_P2_log_age_pulse,0.019569530219903757,0.012554589990933533,0.007014940228970224,84,25.0,calendar_soc_50,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,11,C_P2_log_age_pulse,0.03455883322055762,0.01255910297149131,0.021999730249066308,84,25.0,calendar_soc_90,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,12,C_P2_log_age_pulse,0.05250856934666697,0.026309689035006675,0.026198880311660296,78,25.0,calendar_soc_100,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,13,C_P2_log_age_pulse,0.018409075813757142,0.013487786067705718,0.004921289746051424,84,40.0,calendar_soc_10,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,14,C_P2_log_age_pulse,0.021060797709919334,0.008151678887470449,0.012909118822448886,84,40.0,calendar_soc_50,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,15,C_P2_log_age_pulse,0.042045198014843924,0.019540486961516584,0.02250471105332734,78,40.0,calendar_soc_90,0.0,calendar
delta_capacity_Ah,voltage_window_holdout_fold,3,16,C_P2_log_age_pulse,0.053888068170436614,0.022990279159337473,0.03089778901109914,78,40.0,calendar_soc_100,0.0,calendar
