bin,bin_left,bin_right,calibration_method,label_policy,mean_probability,observed_rate,positive_count,row_count,split_name,target
6,0.6,0.7,C2_isotonic,all_rows,0.6089225426195233,0.0,0,2,profile_holdout_fold,event_within_3_checkups
7,0.7,0.8,C2_isotonic,all_rows,0.7222222222222222,0.9285714285714286,39,42,profile_holdout_fold,event_within_3_checkups
0,0.0,0.1,C2_isotonic,all_rows,0.001976790330079033,0.02510460251046025,36,1434,temperature_holdout_fold,event_within_3_checkups
1,0.1,0.2,C2_isotonic,all_rows,0.12157656929568302,0.16666666666666666,5,30,temperature_holdout_fold,event_within_3_checkups
2,0.2,0.3,C2_isotonic,all_rows,0.28,0.38461538461538464,5,13,temperature_holdout_fold,event_within_3_checkups
3,0.3,0.4,C2_isotonic,all_rows,0.34695515647447067,0.4225352112676056,30,71,temperature_holdout_fold,event_within_3_checkups
4,0.4,0.5,C2_isotonic,all_rows,0.47235594512514245,0.4788732394366197,34,71,temperature_holdout_fold,event_within_3_checkups
5,0.5,0.6,C2_isotonic,all_rows,0.5714285714285714,0.6666666666666666,2,3,temperature_holdout_fold,event_within_3_checkups
6,0.6,0.7,C2_isotonic,all_rows,0.634447225061852,0.8333333333333334,20,24,temperature_holdout_fold,event_within_3_checkups
7,0.7,0.8,C2_isotonic,all_rows,0.7013136488341797,1.0,1,1,temperature_holdout_fold,event_within_3_checkups
8,0.8,0.9,C2_isotonic,all_rows,0.8911707287334858,0.8518518518518519,46,54,temperature_holdout_fold,event_within_3_checkups
9,0.9,1.0,C2_isotonic,all_rows,0.996961864609752,0.8316831683168316,84,101,temperature_holdout_fold,event_within_3_checkups
0,0.0,0.1,C2_isotonic,all_rows,0.0018512024566431453,0.04735883424408015,156,3294,voltage_window_holdout_fold,event_within_3_checkups
1,0.1,0.2,C2_isotonic,all_rows,0.1381847041116107,0.4117647058823529,28,68,voltage_window_holdout_fold,event_within_3_checkups
2,0.2,0.3,C2_isotonic,all_rows,0.2561653582430282,0.6818181818181818,90,132,voltage_window_holdout_fold,event_within_3_checkups
3,0.3,0.4,C2_isotonic,all_rows,0.31917801172502186,0.4605263157894737,35,76,voltage_window_holdout_fold,event_within_3_checkups
4,0.4,0.5,C2_isotonic,all_rows,0.41907415713229534,0.0,0,1,voltage_window_holdout_fold,event_within_3_checkups
5,0.5,0.6,C2_isotonic,all_rows,0.5076259207220369,0.29411764705882354,5,17,voltage_window_holdout_fold,event_within_3_checkups
6,0.6,0.7,C2_isotonic,all_rows,0.6612554112554113,0.5,28,56,voltage_window_holdout_fold,event_within_3_checkups
9,0.9,1.0,C2_isotonic,all_rows,0.9793773396234398,0.8306010928961749,152,183,voltage_window_holdout_fold,event_within_3_checkups
0,0.0,0.1,C0_raw_hgb_w2,verified_only,0.011803566535571398,0.23529411764705882,20,85,c_rate_holdout_fold,event_within_3_checkups
1,0.1,0.2,C0_raw_hgb_w2,verified_only,0.15696987445875754,1.0,4,4,c_rate_holdout_fold,event_within_3_checkups
2,0.2,0.3,C0_raw_hgb_w2,verified_only,0.24204806507682738,1.0,6,6,c_rate_holdout_fold,event_within_3_checkups
3,0.3,0.4,C0_raw_hgb_w2,verified_only,0.34229729184223245,0.5,2,4,c_rate_holdout_fold,event_within_3_checkups
6,0.6,0.7,C0_raw_hgb_w2,verified_only,0.6540225942682776,1.0,4,4,c_rate_holdout_fold,event_within_3_checkups
7,0.7,0.8,C0_raw_hgb_w2,verified_only,0.7379269969749058,1.0,4,4,c_rate_holdout_fold,event_within_3_checkups
8,0.8,0.9,C0_raw_hgb_w2,verified_only,0.8339287026843017,0.9166666666666666,11,12,c_rate_holdout_fold,event_within_3_checkups
9,0.9,1.0,C0_raw_hgb_w2,verified_only,0.971653894145424,1.0,29,29,c_rate_holdout_fold,event_within_3_checkups
0,0.0,0.1,C0_raw_hgb_w2,verified_only,0.00864470792313608,0.033810888252149,59,1745,condition_fold,event_within_3_checkups
1,0.1,0.2,C0_raw_hgb_w2,verified_only,0.14280477701201894,0.3333333333333333,21,63,condition_fold,event_within_3_checkups
2,0.2,0.3,C0_raw_hgb_w2,verified_only,0.2367727546990139,0.32608695652173914,15,46,condition_fold,event_within_3_checkups
3,0.3,0.4,C0_raw_hgb_w2,verified_only,0.34730665650441833,0.3673469387755102,18,49,condition_fold,event_within_3_checkups
4,0.4,0.5,C0_raw_hgb_w2,verified_only,0.45853603236355894,0.4318181818181818,19,44,condition_fold,event_within_3_checkups
5,0.5,0.6,C0_raw_hgb_w2,verified_only,0.550474877743111,0.3225806451612903,10,31,condition_fold,event_within_3_checkups
6,0.6,0.7,C0_raw_hgb_w2,verified_only,0.6487494606518277,0.48717948717948717,19,39,condition_fold,event_within_3_checkups
7,0.7,0.8,C0_raw_hgb_w2,verified_only,0.7593761047822486,0.46808510638297873,22,47,condition_fold,event_within_3_checkups
8,0.8,0.9,C0_raw_hgb_w2,verified_only,0.85005482261532,0.5769230769230769,30,52,condition_fold,event_within_3_checkups
9,0.9,1.0,C0_raw_hgb_w2,verified_only,0.9710408163994511,0.886435331230284,281,317,condition_fold,event_within_3_checkups
0,0.0,0.1,C0_raw_hgb_w2,verified_only,0.007464210757705908,0.030201342281879196,18,596,profile_holdout_fold,event_within_3_checkups
1,0.1,0.2,C0_raw_hgb_w2,verified_only,0.126465527034629,0.2222222222222222,2,9,profile_holdout_fold,event_within_3_checkups
2,0.2,0.3,C0_raw_hgb_w2,verified_only,0.24711488244657268,0.25,3,12,profile_holdout_fold,event_within_3_checkups
4,0.4,0.5,C0_raw_hgb_w2,verified_only,0.467534330970457,0.3333333333333333,1,3,profile_holdout_fold,event_within_3_checkups
5,0.5,0.6,C0_raw_hgb_w2,verified_only,0.561824585102647,0.25,2,8,profile_holdout_fold,event_within_3_checkups
6,0.6,0.7,C0_raw_hgb_w2,verified_only,0.6482551533134406,0.15789473684210525,3,19,profile_holdout_fold,event_within_3_checkups
7,0.7,0.8,C0_raw_hgb_w2,verified_only,0.722750643152805,0.2857142857142857,2,7,profile_holdout_fold,event_within_3_checkups
8,0.8,0.9,C0_raw_hgb_w2,verified_only,0.8331992162290726,1.0,1,1,profile_holdout_fold,event_within_3_checkups
9,0.9,1.0,C0_raw_hgb_w2,verified_only,0.9806402507758895,0.7835051546391752,76,97,profile_holdout_fold,event_within_3_checkups
0,0.0,0.1,C0_raw_hgb_w2,verified_only,0.008978991393764244,0.040229885057471264,35,870,temperature_holdout_fold,event_within_3_checkups
1,0.1,0.2,C0_raw_hgb_w2,verified_only,0.14843032398672998,0.1590909090909091,7,44,temperature_holdout_fold,event_within_3_checkups
2,0.2,0.3,C0_raw_hgb_w2,verified_only,0.2425358363896745,0.47058823529411764,8,17,temperature_holdout_fold,event_within_3_checkups
3,0.3,0.4,C0_raw_hgb_w2,verified_only,0.35016494518462926,0.06666666666666667,1,15,temperature_holdout_fold,event_within_3_checkups
4,0.4,0.5,C0_raw_hgb_w2,verified_only,0.45746679024022885,0.2777777777777778,5,18,temperature_holdout_fold,event_within_3_checkups
5,0.5,0.6,C0_raw_hgb_w2,verified_only,0.5479730997710943,0.56,14,25,temperature_holdout_fold,event_within_3_checkups
6,0.6,0.7,C0_raw_hgb_w2,verified_only,0.6493659768991302,0.30434782608695654,7,23,temperature_holdout_fold,event_within_3_checkups
7,0.7,0.8,C0_raw_hgb_w2,verified_only,0.7512834676633702,0.4230769230769231,11,26,temperature_holdout_fold,event_within_3_checkups
8,0.8,0.9,C0_raw_hgb_w2,verified_only,0.8598941442982091,0.6129032258064516,19,31,temperature_holdout_fold,event_within_3_checkups
9,0.9,1.0,C0_raw_hgb_w2,verified_only,0.9751053609447311,0.8524590163934426,156,183,temperature_holdout_fold,event_within_3_checkups
0,0.0,0.1,C0_raw_hgb_w2,verified_only,0.0054816512352887595,0.051758460517584606,78,1507,voltage_window_holdout_fold,event_within_3_checkups
1,0.1,0.2,C0_raw_hgb_w2,verified_only,0.14622467345427856,0.11940298507462686,8,67,voltage_window_holdout_fold,event_within_3_checkups
2,0.2,0.3,C0_raw_hgb_w2,verified_only,0.23819367379889272,0.22448979591836735,11,49,voltage_window_holdout_fold,event_within_3_checkups
3,0.3,0.4,C0_raw_hgb_w2,verified_only,0.34407010473714905,0.15217391304347827,7,46,voltage_window_holdout_fold,event_within_3_checkups
4,0.4,0.5,C0_raw_hgb_w2,verified_only,0.47125677993563453,0.025,1,40,voltage_window_holdout_fold,event_within_3_checkups
5,0.5,0.6,C0_raw_hgb_w2,verified_only,0.5537315347221805,0.16129032258064516,5,31,voltage_window_holdout_fold,event_within_3_checkups
6,0.6,0.7,C0_raw_hgb_w2,verified_only,0.649197691362011,0.23809523809523808,10,42,voltage_window_holdout_fold,event_within_3_checkups
7,0.7,0.8,C0_raw_hgb_w2,verified_only,0.7490603113690534,0.2,9,45,voltage_window_holdout_fold,event_within_3_checkups
8,0.8,0.9,C0_raw_hgb_w2,verified_only,0.8536930751876102,0.2711864406779661,16,59,voltage_window_holdout_fold,event_within_3_checkups
9,0.9,1.0,C0_raw_hgb_w2,verified_only,0.9644383687662144,0.6380255941499086,349,547,voltage_window_holdout_fold,event_within_3_checkups
0,0.0,0.1,C1_platt_logistic,verified_only,0.046897612708686594,0.16923076923076924,11,65,c_rate_holdout_fold,event_within_3_checkups
1,0.1,0.2,C1_platt_logistic,verified_only,0.15143312473793788,0.35714285714285715,5,14,c_rate_holdout_fold,event_within_3_checkups
2,0.2,0.3,C1_platt_logistic,verified_only,0.21281346638093854,0.6666666666666666,4,6,c_rate_holdout_fold,event_within_3_checkups
3,0.3,0.4,C1_platt_logistic,verified_only,0.35925886055767803,1.0,4,4,c_rate_holdout_fold,event_within_3_checkups
4,0.4,0.5,C1_platt_logistic,verified_only,0.43927292164726844,1.0,6,6,c_rate_holdout_fold,event_within_3_checkups
5,0.5,0.6,C1_platt_logistic,verified_only,0.5143779458820016,0.5,2,4,c_rate_holdout_fold,event_within_3_checkups
6,0.6,0.7,C1_platt_logistic,verified_only,0.6765898756293143,1.0,1,1,c_rate_holdout_fold,event_within_3_checkups
7,0.7,0.8,C1_platt_logistic,verified_only,0.7390088146190047,1.0,8,8,c_rate_holdout_fold,event_within_3_checkups
8,0.8,0.9,C1_platt_logistic,verified_only,0.8290939837915087,0.9333333333333333,14,15,c_rate_holdout_fold,event_within_3_checkups
9,0.9,1.0,C1_platt_logistic,verified_only,0.9480743955247212,1.0,25,25,c_rate_holdout_fold,event_within_3_checkups
0,0.0,0.1,C1_platt_logistic,verified_only,0.01731530036282093,0.02976190476190476,50,1680,condition_fold,event_within_3_checkups
1,0.1,0.2,C1_platt_logistic,verified_only,0.1429114833748947,0.2,22,110,condition_fold,event_within_3_checkups
2,0.2,0.3,C1_platt_logistic,verified_only,0.2419394504265453,0.3382352941176471,23,68,condition_fold,event_within_3_checkups
3,0.3,0.4,C1_platt_logistic,verified_only,0.34629016653213857,0.4772727272727273,21,44,condition_fold,event_within_3_checkups
4,0.4,0.5,C1_platt_logistic,verified_only,0.4519500090786147,0.234375,15,64,condition_fold,event_within_3_checkups
5,0.5,0.6,C1_platt_logistic,verified_only,0.5537497453937538,0.38,19,50,condition_fold,event_within_3_checkups
6,0.6,0.7,C1_platt_logistic,verified_only,0.652757208963382,0.5753424657534246,42,73,condition_fold,event_within_3_checkups
7,0.7,0.8,C1_platt_logistic,verified_only,0.7461145133417794,0.7058823529411765,48,68,condition_fold,event_within_3_checkups
8,0.8,0.9,C1_platt_logistic,verified_only,0.8548112170977559,0.7804878048780488,64,82,condition_fold,event_within_3_checkups
9,0.9,1.0,C1_platt_logistic,verified_only,0.9624467257622576,0.979381443298969,190,194,condition_fold,event_within_3_checkups
0,0.0,0.1,C1_platt_logistic,verified_only,0.030526214308567664,0.01092896174863388,6,549,profile_holdout_fold,event_within_3_checkups
1,0.1,0.2,C1_platt_logistic,verified_only,0.15481855074942416,0.3142857142857143,11,35,profile_holdout_fold,event_within_3_checkups
2,0.2,0.3,C1_platt_logistic,verified_only,0.23901380206019382,0.1,1,10,profile_holdout_fold,event_within_3_checkups
3,0.3,0.4,C1_platt_logistic,verified_only,0.34649838643072817,0.2,2,10,profile_holdout_fold,event_within_3_checkups
4,0.4,0.5,C1_platt_logistic,verified_only,0.4760460108026532,0.16666666666666666,1,6,profile_holdout_fold,event_within_3_checkups
5,0.5,0.6,C1_platt_logistic,verified_only,0.548672673892339,0.2857142857142857,2,7,profile_holdout_fold,event_within_3_checkups
6,0.6,0.7,C1_platt_logistic,verified_only,0.6988862965907893,0.0,0,1,profile_holdout_fold,event_within_3_checkups
7,0.7,0.8,C1_platt_logistic,verified_only,0.767734114164414,0.21428571428571427,3,14,profile_holdout_fold,event_within_3_checkups
8,0.8,0.9,C1_platt_logistic,verified_only,0.8328127546668348,0.22727272727272727,5,22,profile_holdout_fold,event_within_3_checkups
9,0.9,1.0,C1_platt_logistic,verified_only,0.9849565465344763,0.7857142857142857,77,98,profile_holdout_fold,event_within_3_checkups
0,0.0,0.1,C1_platt_logistic,verified_only,0.014876349958886691,0.039908779931584946,35,877,temperature_holdout_fold,event_within_3_checkups
1,0.1,0.2,C1_platt_logistic,verified_only,0.13703164576325366,0.26785714285714285,15,56,temperature_holdout_fold,event_within_3_checkups
2,0.2,0.3,C1_platt_logistic,verified_only,0.25358955844186204,0.1,3,30,temperature_holdout_fold,event_within_3_checkups
3,0.3,0.4,C1_platt_logistic,verified_only,0.346072001074358,0.3142857142857143,11,35,temperature_holdout_fold,event_within_3_checkups
4,0.4,0.5,C1_platt_logistic,verified_only,0.4375784914887601,0.5161290322580645,16,31,temperature_holdout_fold,event_within_3_checkups
5,0.5,0.6,C1_platt_logistic,verified_only,0.5469917099022821,0.47368421052631576,9,19,temperature_holdout_fold,event_within_3_checkups
6,0.6,0.7,C1_platt_logistic,verified_only,0.6428770017795717,0.6086956521739131,14,23,temperature_holdout_fold,event_within_3_checkups
7,0.7,0.8,C1_platt_logistic,verified_only,0.7451475481600404,0.6774193548387096,21,31,temperature_holdout_fold,event_within_3_checkups
8,0.8,0.9,C1_platt_logistic,verified_only,0.8636232041469514,0.8690476190476191,73,84,temperature_holdout_fold,event_within_3_checkups
9,0.9,1.0,C1_platt_logistic,verified_only,0.9387740111227032,1.0,66,66,temperature_holdout_fold,event_within_3_checkups
0,0.0,0.1,C1_platt_logistic,verified_only,0.019461647459389598,0.04576043068640646,68,1486,voltage_window_holdout_fold,event_within_3_checkups
1,0.1,0.2,C1_platt_logistic,verified_only,0.15522587771197313,0.16129032258064516,20,124,voltage_window_holdout_fold,event_within_3_checkups
2,0.2,0.3,C1_platt_logistic,verified_only,0.250052955579019,0.14736842105263157,14,95,voltage_window_holdout_fold,event_within_3_checkups
3,0.3,0.4,C1_platt_logistic,verified_only,0.34841567457638833,0.16417910447761194,11,67,voltage_window_holdout_fold,event_within_3_checkups
4,0.4,0.5,C1_platt_logistic,verified_only,0.4502877705950246,0.24561403508771928,14,57,voltage_window_holdout_fold,event_within_3_checkups
5,0.5,0.6,C1_platt_logistic,verified_only,0.5534621880343783,0.3387096774193548,21,62,voltage_window_holdout_fold,event_within_3_checkups
6,0.6,0.7,C1_platt_logistic,verified_only,0.6541872927076886,0.31645569620253167,50,158,voltage_window_holdout_fold,event_within_3_checkups
7,0.7,0.8,C1_platt_logistic,verified_only,0.7413757576243544,0.6428571428571429,126,196,voltage_window_holdout_fold,event_within_3_checkups
8,0.8,0.9,C1_platt_logistic,verified_only,0.8443769966352352,0.8490566037735849,90,106,voltage_window_holdout_fold,event_within_3_checkups
9,0.9,1.0,C1_platt_logistic,verified_only,0.9330130208592963,0.975609756097561,80,82,voltage_window_holdout_fold,event_within_3_checkups
0,0.0,0.1,C2_isotonic,verified_only,0.03238161238095238,0.06,3,50,c_rate_holdout_fold,event_within_3_checkups
1,0.1,0.2,C2_isotonic,verified_only,0.17340163595802693,0.4857142857142857,17,35,c_rate_holdout_fold,event_within_3_checkups
4,0.4,0.5,C2_isotonic,verified_only,0.4209480760075178,0.8666666666666667,13,15,c_rate_holdout_fold,event_within_3_checkups
5,0.5,0.6,C2_isotonic,verified_only,0.5,1.0,3,3,c_rate_holdout_fold,event_within_3_checkups
6,0.6,0.7,C2_isotonic,verified_only,0.6676112820159977,1.0,5,5,c_rate_holdout_fold,event_within_3_checkups
8,0.8,0.9,C2_isotonic,verified_only,0.875,0.9333333333333333,14,15,c_rate_holdout_fold,event_within_3_checkups
9,0.9,1.0,C2_isotonic,verified_only,0.9799814319189862,1.0,25,25,c_rate_holdout_fold,event_within_3_checkups
0,0.0,0.1,C2_isotonic,verified_only,0.0059479057668733,0.026674937965260544,43,1612,condition_fold,event_within_3_checkups
1,0.1,0.2,C2_isotonic,verified_only,0.14144129298590788,0.16666666666666666,10,60,condition_fold,event_within_3_checkups
2,0.2,0.3,C2_isotonic,verified_only,0.24050857493088132,0.2689075630252101,64,238,condition_fold,event_within_3_checkups
3,0.3,0.4,C2_isotonic,verified_only,0.3543832501491924,0.3333333333333333,8,24,condition_fold,event_within_3_checkups
4,0.4,0.5,C2_isotonic,verified_only,0.4127027170955351,0.35384615384615387,23,65,condition_fold,event_within_3_checkups
5,0.5,0.6,C2_isotonic,verified_only,0.548110060658281,0.49056603773584906,26,53,condition_fold,event_within_3_checkups
6,0.6,0.7,C2_isotonic,verified_only,0.6653908820154987,0.64,48,75,condition_fold,event_within_3_checkups
7,0.7,0.8,C2_isotonic,verified_only,0.7459028120729941,0.6,27,45,condition_fold,event_within_3_checkups
8,0.8,0.9,C2_isotonic,verified_only,0.8581262563379117,0.7777777777777778,21,27,condition_fold,event_within_3_checkups
9,0.9,1.0,C2_isotonic,verified_only,0.9905289572996469,0.9572649572649573,224,234,condition_fold,event_within_3_checkups
0,0.0,0.1,C2_isotonic,verified_only,1e-06,0.01090909090909091,6,550,profile_holdout_fold,event_within_3_checkups
3,0.3,0.4,C2_isotonic,verified_only,0.35902689066879445,0.2727272727272727,6,22,profile_holdout_fold,event_within_3_checkups
4,0.4,0.5,C2_isotonic,verified_only,0.451142293349462,0.3333333333333333,6,18,profile_holdout_fold,event_within_3_checkups
5,0.5,0.6,C2_isotonic,verified_only,0.5852061447622062,0.19298245614035087,11,57,profile_holdout_fold,event_within_3_checkups
6,0.6,0.7,C2_isotonic,verified_only,0.6808172497883824,0.5,1,2,profile_holdout_fold,event_within_3_checkups
7,0.7,0.8,C2_isotonic,verified_only,0.75,0.25,1,4,profile_holdout_fold,event_within_3_checkups
8,0.8,0.9,C2_isotonic,verified_only,0.853072244409619,0.0,0,1,profile_holdout_fold,event_within_3_checkups
9,0.9,1.0,C2_isotonic,verified_only,0.993707763545252,0.7857142857142857,77,98,profile_holdout_fold,event_within_3_checkups
0,0.0,0.1,C2_isotonic,verified_only,0.006193747890226289,0.04077010192525481,36,883,temperature_holdout_fold,event_within_3_checkups
1,0.1,0.2,C2_isotonic,verified_only,0.18086928593083276,0.14035087719298245,8,57,temperature_holdout_fold,event_within_3_checkups
2,0.2,0.3,C2_isotonic,verified_only,0.22949137060970412,0.46153846153846156,12,26,temperature_holdout_fold,event_within_3_checkups
4,0.4,0.5,C2_isotonic,verified_only,0.4424931209426901,0.2727272727272727,21,77,temperature_holdout_fold,event_within_3_checkups
5,0.5,0.6,C2_isotonic,verified_only,0.5306122448979592,0.9411764705882353,16,17,temperature_holdout_fold,event_within_3_checkups
6,0.6,0.7,C2_isotonic,verified_only,0.6153846153846154,0.8888888888888888,24,27,temperature_holdout_fold,event_within_3_checkups
7,0.7,0.8,C2_isotonic,verified_only,0.7620101637487171,0.6086956521739131,14,23,temperature_holdout_fold,event_within_3_checkups
8,0.8,0.9,C2_isotonic,verified_only,0.8033219620180311,0.7647058823529411,13,17,temperature_holdout_fold,event_within_3_checkups
9,0.9,1.0,C2_isotonic,verified_only,0.9477967921083588,0.952,119,125,temperature_holdout_fold,event_within_3_checkups
0,0.0,0.1,C2_isotonic,verified_only,0.010660402824320056,0.03346994535519126,49,1464,voltage_window_holdout_fold,event_within_3_checkups
1,0.1,0.2,C2_isotonic,verified_only,0.16320036180462674,0.4025974025974026,31,77,voltage_window_holdout_fold,event_within_3_checkups
2,0.2,0.3,C2_isotonic,verified_only,0.20000000000000004,0.5416666666666666,13,24,voltage_window_holdout_fold,event_within_3_checkups
3,0.3,0.4,C2_isotonic,verified_only,0.3783783783783784,0.12142857142857143,34,280,voltage_window_holdout_fold,event_within_3_checkups
4,0.4,0.5,C2_isotonic,verified_only,0.43699968439045644,0.33689839572192515,63,187,voltage_window_holdout_fold,event_within_3_checkups
5,0.5,0.6,C2_isotonic,verified_only,0.5678358602088813,1.0,1,1,voltage_window_holdout_fold,event_within_3_checkups
6,0.6,0.7,C2_isotonic,verified_only,0.66460506334684,0.5436893203883495,56,103,voltage_window_holdout_fold,event_within_3_checkups
7,0.7,0.8,C2_isotonic,verified_only,0.7375895045484956,0.8157894736842105,31,38,voltage_window_holdout_fold,event_within_3_checkups
8,0.8,0.9,C2_isotonic,verified_only,0.8412294094171959,0.3333333333333333,2,6,voltage_window_holdout_fold,event_within_3_checkups
9,0.9,1.0,C2_isotonic,verified_only,0.9988923938249373,0.8458498023715415,214,253,voltage_window_holdout_fold,event_within_3_checkups
